year,index,sd.w,n,SDup,SDlo,se,SEup,SElo,CLup,CLlo,timeseries,metric
1999, 1.42 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2000, 1.39 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2001, 1.38 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2002, 1.33 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2003, 1.34 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2004, 1.31 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2005, 1.34 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2006, 1.36 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2007, 1.36 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2008, 1.31 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2009, 1.27 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2010, 1.26 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2011, 1.29 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2012, 1.33 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2013, 1.28 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2014, 1.29 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2015, 1.42 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2016, 1.34 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2017, 1.35 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
2018, 1.36 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1981, 1.73 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1982, 1.62 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1983, 1.77 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1984, 1.76 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1985, 1.69 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1986, 1.68 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1987, 1.71 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1988, 1.72 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1989, 1.69 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1990, 1.67 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1991, 1.69 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1992, 1.65 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1993, 1.67 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1994, 1.64 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1995, 1.61 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1996, 1.61 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1997, 1.70 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1998, 1.63 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1999, 1.60 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2000, 1.62 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2001, 1.64 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2002, 1.56 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2003, 1.56 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2004, 1.53 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2005, 1.53 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2006, 1.52 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2007, 1.58 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2008, 1.41 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2009, 1.41 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2010, 1.48 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2011, 1.50 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2012, 1.52 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2013, 1.45 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2014, 1.46 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2015, 1.49 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2016, 1.41 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2017, 1.40 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
2018, 1.40 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $25K-$100K,AVERAGE ESI
1981, 2.09 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1982, 2.09 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1983, 1.99 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1984, 2.10 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1985, 2.15 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1986, 2.22 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1987, 2.41 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1988, 2.40 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1989, 2.02 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1990, 2.26 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1991, 2.32 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1992, 2.43 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1993, 2.43 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1994, 2.45 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1995, 2.29 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1996, 2.25 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1997, 2.33 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1998, 2.29 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1999, 2.16 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2000, 2.18 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2001, 2.27 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2002, 2.14 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2003, 2.09 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2004, 2.13 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2005, 2.07 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2006, 1.98 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2007, 2.06 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2008, 1.96 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2009, 2.06 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2010, 1.97 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2011, 1.92 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2012, 1.94 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2013, 1.85 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2014, 1.92 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2015, 1.93 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2016, 1.82 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2017, 1.80 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
2018, 1.79 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV>$100K,AVERAGE ESI
1981, 1.57 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1982, 1.50 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1983, 1.59 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1984, 1.63 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1985, 1.56 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1986, 1.55 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1987, 1.57 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1988, 1.53 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1989, 1.51 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1990, 1.50 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1991, 1.50 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1992, 1.49 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1993, 1.53 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1994, 1.50 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1995, 1.47 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1996, 1.50 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1997, 1.56 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1998, 1.56 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1999, 1.54 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2000, 1.53 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2001, 1.53 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2002, 1.48 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2003, 1.47 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2004, 1.44 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2005, 1.46 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2006, 1.45 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2007, 1.47 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2008, 1.39 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2009, 1.37 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2010, 1.38 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2011, 1.40 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2012, 1.44 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2013, 1.39 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2014, 1.38 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2015, 1.45 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2016, 1.37 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2017, 1.37 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
2018, 1.39 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH<41 Feet,AVERAGE ESI
1981, 2.03 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1982, 2.00 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1983, 1.98 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1984, 2.05 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1985, 2.07 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1986, 2.13 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1987, 2.31 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1988, 2.31 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1989, 2.01 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1990, 2.21 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1991, 2.27 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1992, 2.35 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1993, 2.33 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1994, 2.36 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1995, 2.20 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1996, 2.15 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1997, 2.29 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1998, 2.19 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1999, 2.09 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2000, 2.12 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2001, 2.20 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2002, 2.07 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2003, 2.02 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2004, 2.07 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2005, 1.99 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2006, 1.94 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2007, 2.03 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2008, 1.89 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2009, 1.98 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2010, 1.94 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2011, 1.90 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2012, 1.92 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2013, 1.81 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2014, 1.92 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2015, 1.92 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2016, 1.80 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2017, 1.76 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
2018, 1.73 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 41-80 Feet,AVERAGE ESI
1981, 2.04 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1982, 2.18 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1983, 1.54 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1984, 2.04 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1985, 2.26 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1986, 2.64 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1987, 2.69 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1988, 2.84 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1989, 3.27 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1990, 2.67 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1991, 3.09 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1992, 2.90 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1993, 3.21 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1994, 3.08 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1995, 2.99 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1996, 3.15 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1997, 2.92 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1998, 2.84 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
1999, 2.80 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
2000, 2.78 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
2001, 2.93 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
2002, 2.65 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
2003, 2.81 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
2004, 2.69 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
2005, 2.65 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
2006, 2.60 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
2007, 2.65 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
2008, 2.53 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
2009, 2.65 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
2010, 2.50 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND LENGTH 81-125 Feet,AVERAGE ESI
