order,year,index,metric,timeseries,proportional.difference
23,2002,19.93172806,Millions $,"Groundfish, no hake OR",-0.30
23,2003,24.36648404,Millions $,"Groundfish, no hake OR",0.22
23,2004,22.34234445,Millions $,"Groundfish, no hake OR",-0.08
23,2005,24.61476635,Millions $,"Groundfish, no hake OR",0.10
23,2006,25.92567007,Millions $,"Groundfish, no hake OR",0.05
23,2007,26.11744713,Millions $,"Groundfish, no hake OR",0.01
23,2008,32.92225016,Millions $,"Groundfish, no hake OR",0.26
23,2009,34.33477118,Millions $,"Groundfish, no hake OR",0.04
23,2010,30.55468076,Millions $,"Groundfish, no hake OR",-0.11
23,2011,33.31342839,Millions $,"Groundfish, no hake OR",0.09
23,2012,27.12759065,Millions $,"Groundfish, no hake OR",-0.19
23,2013,25.00746783,Millions $,"Groundfish, no hake OR",-0.08
23,2014,24.05279058,Millions $,"Groundfish, no hake OR",-0.04
23,2015,31.70842332,Millions $,"Groundfish, no hake OR",0.32
23,2016,34.86189521,Millions $,"Groundfish, no hake OR",0.10
23,2017,37.92740259,Millions $,"Groundfish, no hake OR",0.09
23,2018,32.91666636,Millions $,"Groundfish, no hake OR",-0.13
23,2019,28.85917029,Millions $,"Groundfish, no hake OR",-0.12
23,2020,18.45585667,Millions $,"Groundfish, no hake OR",-0.36
24,1981,0.169852699,Millions $,"Coastal pelagic spp, no squid OR",FALSE
24,1982,0.117380831,Millions $,"Coastal pelagic spp, no squid OR",-0.31
24,1983,0.227786862,Millions $,"Coastal pelagic spp, no squid OR",0.94
24,1984,0.114630043,Millions $,"Coastal pelagic spp, no squid OR",-0.50
24,1985,0.604124406,Millions $,"Coastal pelagic spp, no squid OR",4.27
24,1986,0.214936147,Millions $,"Coastal pelagic spp, no squid OR",-0.64
24,1987,0.549557828,Millions $,"Coastal pelagic spp, no squid OR",1.56
24,1988,0.522583226,Millions $,"Coastal pelagic spp, no squid OR",-0.05
24,1989,0.572134247,Millions $,"Coastal pelagic spp, no squid OR",0.09
24,1990,0.536437552,Millions $,"Coastal pelagic spp, no squid OR",-0.06
24,1991,0.331743934,Millions $,"Coastal pelagic spp, no squid OR",-0.38
24,1992,0.268351255,Millions $,"Coastal pelagic spp, no squid OR",-0.19
24,1993,0.084017895,Millions $,"Coastal pelagic spp, no squid OR",-0.69
24,1994,0.036463391,Millions $,"Coastal pelagic spp, no squid OR",-0.57
24,1995,0.174113996,Millions $,"Coastal pelagic spp, no squid OR",3.78
24,1996,0.233003579,Millions $,"Coastal pelagic spp, no squid OR",0.34
24,1997,0.133037063,Millions $,"Coastal pelagic spp, no squid OR",-0.43
24,1998,0.095296603,Millions $,"Coastal pelagic spp, no squid OR",-0.28
24,1999,0.144076903,Millions $,"Coastal pelagic spp, no squid OR",0.51
24,2000,1.710933685,Millions $,"Coastal pelagic spp, no squid OR",10.88
24,2001,2.307648468,Millions $,"Coastal pelagic spp, no squid OR",0.35
24,2002,3.838217199,Millions $,"Coastal pelagic spp, no squid OR",0.66
24,2003,3.923467065,Millions $,"Coastal pelagic spp, no squid OR",0.02
24,2004,6.422714299,Millions $,"Coastal pelagic spp, no squid OR",0.64
24,2005,7.972983606,Millions $,"Coastal pelagic spp, no squid OR",0.24
24,2006,4.919398394,Millions $,"Coastal pelagic spp, no squid OR",-0.38
24,2007,5.87254421,Millions $,"Coastal pelagic spp, no squid OR",0.19
24,2008,7.011803022,Millions $,"Coastal pelagic spp, no squid OR",0.19
24,2009,6.484497934,Millions $,"Coastal pelagic spp, no squid OR",-0.08
24,2010,6.294879279,Millions $,"Coastal pelagic spp, no squid OR",-0.03
24,2011,3.750121632,Millions $,"Coastal pelagic spp, no squid OR",-0.40
24,2012,10.42128358,Millions $,"Coastal pelagic spp, no squid OR",1.78
24,2013,7.164688594,Millions $,"Coastal pelagic spp, no squid OR",-0.31
24,2014,4.403580109,Millions $,"Coastal pelagic spp, no squid OR",-0.39
24,2015,0.997365501,Millions $,"Coastal pelagic spp, no squid OR",-0.77
24,2016,1.259685466,Millions $,"Coastal pelagic spp, no squid OR",0.26
24,2017,0.041655022,Millions $,"Coastal pelagic spp, no squid OR",-0.97
24,2018,0.007071201,Millions $,"Coastal pelagic spp, no squid OR",-0.83
24,2019,0.047087004,Millions $,"Coastal pelagic spp, no squid OR",5.66
24,2020,0.008690012,Millions $,"Coastal pelagic spp, no squid OR",-0.82
25,1981,38.91724735,Millions $,Shrimp OR,FALSE
25,1982,25.62166443,Millions $,Shrimp OR,-0.34
25,1983,12.49936146,Millions $,Shrimp OR,-0.51
25,1984,5.739861012,Millions $,Shrimp OR,-0.54
25,1985,13.29791845,Millions $,Shrimp OR,1.32
25,1986,43.19796843,Millions $,Shrimp OR,2.25
25,1987,70.92217289,Millions $,Shrimp OR,0.64
25,1988,38.95049508,Millions $,Shrimp OR,-0.45
25,1989,38.77967985,Millions $,Shrimp OR,0.00
25,1990,32.29180004,Millions $,Shrimp OR,-0.17
25,1991,23.64173885,Millions $,Shrimp OR,-0.27
25,1992,32.47428209,Millions $,Shrimp OR,0.37
25,1993,16.56144569,Millions $,Shrimp OR,-0.49
25,1994,17.47215821,Millions $,Shrimp OR,0.05
25,1995,15.05242863,Millions $,Shrimp OR,-0.14
25,1996,15.84690937,Millions $,Shrimp OR,0.05
25,1997,13.43244509,Millions $,Shrimp OR,-0.15
25,1998,6.144120137,Millions $,Shrimp OR,-0.54
25,1999,15.37222223,Millions $,Shrimp OR,1.50
25,2000,16.53185617,Millions $,Shrimp OR,0.08
25,2001,12.09700233,Millions $,Shrimp OR,-0.27
25,2002,17.53175329,Millions $,Shrimp OR,0.45
25,2003,7.552134981,Millions $,Shrimp OR,-0.57
25,2004,6.84996991,Millions $,Shrimp OR,-0.09
25,2005,9.474615181,Millions $,Shrimp OR,0.38
25,2006,6.007929101,Millions $,Shrimp OR,-0.37
25,2007,12.09208876,Millions $,Shrimp OR,1.01
25,2008,17.17794562,Millions $,Shrimp OR,0.42
25,2009,8.544908834,Millions $,Shrimp OR,-0.50
25,2010,13.46820011,Millions $,Shrimp OR,0.58
25,2011,29.16897053,Millions $,Shrimp OR,1.17
25,2012,28.27975981,Millions $,Shrimp OR,-0.03
25,2013,27.36817592,Millions $,Shrimp OR,-0.03
25,2014,32.64979771,Millions $,Shrimp OR,0.19
25,2015,44.85311519,Millions $,Shrimp OR,0.37
25,2016,27.48860915,Millions $,Shrimp OR,-0.39
25,2017,13.66071536,Millions $,Shrimp OR,-0.50
25,2018,28.12158313,Millions $,Shrimp OR,1.06
25,2019,20.52195259,Millions $,Shrimp OR,-0.27
25,2020,22.78244065,Millions $,Shrimp OR,0.11
26,1981,19.8259018,Millions $,Highly migratory species OR,FALSE
26,1982,3.462103711,Millions $,Highly migratory species OR,-0.83
26,1983,4.969246034,Millions $,Highly migratory species OR,0.44
26,1984,2.285418622,Millions $,Highly migratory species OR,-0.54
26,1985,2.01601561,Millions $,Highly migratory species OR,-0.12
26,1986,4.560999969,Millions $,Highly migratory species OR,1.26
26,1987,4.257219363,Millions $,Highly migratory species OR,-0.07
26,1988,7.722268705,Millions $,Highly migratory species OR,0.81
26,1989,1.888515738,Millions $,Highly migratory species OR,-0.76
26,1990,3.572326781,Millions $,Highly migratory species OR,0.89
26,1991,1.877474261,Millions $,Highly migratory species OR,-0.47
26,1992,7.415756758,Millions $,Highly migratory species OR,2.95
26,1993,7.024750359,Millions $,Highly migratory species OR,-0.05
26,1994,6.616664802,Millions $,Highly migratory species OR,-0.06
26,1995,6.995816664,Millions $,Highly migratory species OR,0.06
26,1996,12.61660645,Millions $,Highly migratory species OR,0.80
26,1997,11.99104633,Millions $,Highly migratory species OR,-0.05
26,1998,10.89186008,Millions $,Highly migratory species OR,-0.09
26,1999,6.080354535,Millions $,Highly migratory species OR,-0.44
26,2000,11.45144898,Millions $,Highly migratory species OR,0.88
26,2001,11.19926388,Millions $,Highly migratory species OR,-0.02
26,2002,4.314902754,Millions $,Highly migratory species OR,-0.61
26,2003,8.764581148,Millions $,Highly migratory species OR,1.03
26,2004,12.73938007,Millions $,Highly migratory species OR,0.45
26,2005,11.92688057,Millions $,Highly migratory species OR,-0.06
26,2006,10.4711546,Millions $,Highly migratory species OR,-0.12
26,2007,12.06725204,Millions $,Highly migratory species OR,0.15
26,2008,13.09450165,Millions $,Highly migratory species OR,0.09
26,2009,12.52792096,Millions $,Highly migratory species OR,-0.04
26,2010,14.79174241,Millions $,Highly migratory species OR,0.18
26,2011,21.98328685,Millions $,Highly migratory species OR,0.49
26,2012,17.26304844,Millions $,Highly migratory species OR,-0.21
26,2013,18.02270398,Millions $,Highly migratory species OR,0.04
26,2014,12.15659514,Millions $,Highly migratory species OR,-0.33
26,2015,10.17832533,Millions $,Highly migratory species OR,-0.16
26,2016,13.61435944,Millions $,Highly migratory species OR,0.34
26,2017,11.47790547,Millions $,Highly migratory species OR,-0.16
26,2018,10.11339048,Millions $,Highly migratory species OR,-0.12
26,2019,11.12256194,Millions $,Highly migratory species OR,0.10
26,2020,7.030317217,Millions $,Highly migratory species OR,-0.37
27,1981,1.963821247,Millions $,Other species OR,FALSE
27,1982,2.059399926,Millions $,Other species OR,0.05
27,1983,2.83125457,Millions $,Other species OR,0.37
27,1984,3.679694318,Millions $,Other species OR,0.30
27,1985,3.38196268,Millions $,Other species OR,-0.08
27,1986,6.590404812,Millions $,Other species OR,0.95
27,1987,3.222036556,Millions $,Other species OR,-0.51
27,1988,3.633579093,Millions $,Other species OR,0.13
27,1989,7.635709936,Millions $,Other species OR,1.10
27,1990,10.40565253,Millions $,Other species OR,0.36
27,1991,8.082729348,Millions $,Other species OR,-0.22
27,1992,5.762256153,Millions $,Other species OR,-0.29
27,1993,4.762311677,Millions $,Other species OR,-0.17
27,1994,3.323960029,Millions $,Other species OR,-0.30
27,1995,3.1599139,Millions $,Other species OR,-0.05
27,1996,1.744991024,Millions $,Other species OR,-0.45
27,1997,1.785936235,Millions $,Other species OR,0.02
27,1998,1.278495994,Millions $,Other species OR,-0.28
27,1999,1.620420125,Millions $,Other species OR,0.27
27,2000,2.448091826,Millions $,Other species OR,0.51
27,2001,2.628240063,Millions $,Other species OR,0.07
27,2002,2.253507979,Millions $,Other species OR,-0.14
27,2003,1.912063017,Millions $,Other species OR,-0.15
27,2004,1.978556886,Millions $,Other species OR,0.03
27,2005,2.379966646,Millions $,Other species OR,0.20
27,2006,2.134546582,Millions $,Other species OR,-0.10
27,2007,2.408528672,Millions $,Other species OR,0.13
27,2008,3.118564331,Millions $,Other species OR,0.29
27,2009,2.060973408,Millions $,Other species OR,-0.34
27,2010,2.467920549,Millions $,Other species OR,0.20
27,2011,3.585947285,Millions $,Other species OR,0.45
27,2012,2.978038326,Millions $,Other species OR,-0.17
27,2013,4.289250212,Millions $,Other species OR,0.44
27,2014,3.315492723,Millions $,Other species OR,-0.23
27,2015,3.447228594,Millions $,Other species OR,0.04
27,2016,3.138865166,Millions $,Other species OR,-0.09
27,2017,3.515805068,Millions $,Other species OR,0.12
27,2018,3.528239589,Millions $,Other species OR,0.00
27,2019,3.681529885,Millions $,Other species OR,0.04
27,2020,3.267541635,Millions $,Other species OR,-0.11
28,1981,0.074734067,Millions $,Pacific hake OR,FALSE
28,1982,0.000184902,Millions $,Pacific hake OR,-1.00
28,1983,0.062731667,Millions $,Pacific hake OR,338.27
28,1984,0.148540084,Millions $,Pacific hake OR,1.37
28,1985,0.423601158,Millions $,Pacific hake OR,1.85
28,1986,0.141445718,Millions $,Pacific hake OR,-0.67
28,1987,0.079426219,Millions $,Pacific hake OR,-0.44
28,1988,0.091699398,Millions $,Pacific hake OR,0.15
28,1989,0.03126566,Millions $,Pacific hake OR,-0.66
28,1990,0.444776343,Millions $,Pacific hake OR,13.23
28,1991,2.626183793,Millions $,Pacific hake OR,4.90
28,1992,9.486482576,Millions $,Pacific hake OR,2.61
28,1993,4.141398004,Millions $,Pacific hake OR,-0.56
28,1994,7.583702519,Millions $,Pacific hake OR,0.83
28,1995,12.01512404,Millions $,Pacific hake OR,0.58
28,1996,6.928295133,Millions $,Pacific hake OR,-0.42
28,1997,19.91837395,Millions $,Pacific hake OR,1.87
28,1998,11.11809237,Millions $,Pacific hake OR,-0.44
28,1999,10.34335313,Millions $,Pacific hake OR,-0.07
28,2000,15.65047966,Millions $,Pacific hake OR,0.51
28,2001,13.79110201,Millions $,Pacific hake OR,-0.12
28,2002,13.42703952,Millions $,Pacific hake OR,-0.03
28,2003,13.73698572,Millions $,Pacific hake OR,0.02
28,2004,17.97689523,Millions $,Pacific hake OR,0.31
28,2005,23.69577876,Millions $,Pacific hake OR,0.32
28,2006,27.44694793,Millions $,Pacific hake OR,0.16
28,2007,23.24040475,Millions $,Pacific hake OR,-0.15
28,2008,35.86000396,Millions $,Pacific hake OR,0.54
28,2009,8.803670406,Millions $,Pacific hake OR,-0.75
28,2010,18.63551491,Millions $,Pacific hake OR,1.12
28,2011,36.67351462,Millions $,Pacific hake OR,0.97
28,2012,37.22077817,Millions $,Pacific hake OR,0.01
28,2013,59.25246923,Millions $,Pacific hake OR,0.59
28,2014,60.24329489,Millions $,Pacific hake OR,0.02
28,2015,22.98941245,Millions $,Pacific hake OR,-0.62
28,2016,40.51720402,Millions $,Pacific hake OR,0.76
28,2017,46.58963489,Millions $,Pacific hake OR,0.15
28,2018,39.47785144,Millions $,Pacific hake OR,-0.15
28,2019,43.58016509,Millions $,Pacific hake OR,0.10
28,2020,33.21786257,Millions $,Pacific hake OR,-0.24
29,1981,0.000133433,Millions $,Market squid OR,FALSE
29,1982,0.02496032,Millions $,Market squid OR,186.06
29,1983,0.210776593,Millions $,Market squid OR,7.44
29,1984,0.506249309,Millions $,Market squid OR,1.40
29,1985,0.779306444,Millions $,Market squid OR,0.54
29,1986,0.006314875,Millions $,Market squid OR,-0.99
29,1987,8.47E-06,Millions $,Market squid OR,-1.00
29,1988,2.23E-06,Millions $,Market squid OR,-0.74
29,1989,0.016369059,Millions $,Market squid OR,7340.52
29,1990,0,Millions $,Market squid OR,-1.00
29,1991,5.46E-05,Millions $,Market squid OR,#DIV/0!
29,1992,0.003000832,Millions $,Market squid OR,53.94
29,1993,0.056513922,Millions $,Market squid OR,17.83
29,1994,0.062940139,Millions $,Market squid OR,0.11
29,1995,0.071191297,Millions $,Market squid OR,0.13
29,1996,0.06164531,Millions $,Market squid OR,-0.13
29,1997,0.08018919,Millions $,Market squid OR,0.30
29,1998,0.005789821,Millions $,Market squid OR,-0.93
29,1999,7.85E-07,Millions $,Market squid OR,-1.00
29,2000,8.93E-05,Millions $,Market squid OR,112.69
29,2001,0.000383789,Millions $,Market squid OR,3.30
29,2002,0.000855048,Millions $,Market squid OR,1.23
29,2003,0.007247182,Millions $,Market squid OR,7.48
29,2004,0.007716007,Millions $,Market squid OR,0.06
29,2005,0.007053755,Millions $,Market squid OR,-0.09
29,2006,0.020340954,Millions $,Market squid OR,1.88
29,2007,0.000376169,Millions $,Market squid OR,-0.98
29,2008,1.83E-07,Millions $,Market squid OR,-1.00
29,2009,0,Millions $,Market squid OR,-1.00
29,2010,0,Millions $,Market squid OR,#DIV/0!
29,2011,1.41E-06,Millions $,Market squid OR,#DIV/0!
29,2012,0,Millions $,Market squid OR,-1.00
29,2013,0,Millions $,Market squid OR,#DIV/0!
29,2014,0.000450839,Millions $,Market squid OR,#DIV/0!
29,2015,0,Millions $,Market squid OR,-1.00
29,2016,1.242248647,Millions $,Market squid OR,#DIV/0!
29,2017,0,Millions $,Market squid OR,-1.00
29,2018,3.198734818,Millions $,Market squid OR,#DIV/0!
29,2019,2.957573929,Millions $,Market squid OR,-0.08
29,2020,5.999833196,Millions $,Market squid OR,1.03
30,1981,11.4484585,Millions $,Crab OR,FALSE
30,1982,24.17040094,Millions $,Crab OR,1.11
30,1983,15.2083286,Millions $,Crab OR,-0.37
30,1984,19.35901103,Millions $,Crab OR,0.27
30,1985,19.04994813,Millions $,Crab OR,-0.02
30,1986,23.51715172,Millions $,Crab OR,0.23
30,1987,15.74371987,Millions $,Crab OR,-0.33
30,1988,23.8177008,Millions $,Crab OR,0.51
30,1989,27.50275224,Millions $,Crab OR,0.15
30,1990,25.71021955,Millions $,Crab OR,-0.07
30,1991,25.25566265,Millions $,Crab OR,-0.02
30,1992,17.96904892,Millions $,Crab OR,-0.29
30,1993,20.73984045,Millions $,Crab OR,0.15
30,1994,22.29867835,Millions $,Crab OR,0.08
30,1995,43.01134013,Millions $,Crab OR,0.93
30,1996,37.53512978,Millions $,Crab OR,-0.13
30,1997,21.73044327,Millions $,Crab OR,-0.42
30,1998,20.04326717,Millions $,Crab OR,-0.08
30,1999,25.57249236,Millions $,Crab OR,0.28
30,2000,48.64874571,Millions $,Crab OR,0.90
30,2001,23.20422865,Millions $,Crab OR,-0.52
30,2002,34.38226049,Millions $,Crab OR,0.48
30,2003,36.67880292,Millions $,Crab OR,0.07
30,2004,54.68798904,Millions $,Crab OR,0.49
30,2005,66.96360684,Millions $,Crab OR,0.22
30,2006,56.37696981,Millions $,Crab OR,-0.16
30,2007,42.40010091,Millions $,Crab OR,-0.25
30,2008,36.05920363,Millions $,Crab OR,-0.15
30,2009,32.00572559,Millions $,Crab OR,-0.11
30,2010,53.48838833,Millions $,Crab OR,0.67
30,2011,57.45619718,Millions $,Crab OR,0.07
30,2012,48.31749165,Millions $,Crab OR,-0.16
30,2013,54.88407094,Millions $,Crab OR,0.14
30,2014,55.37535363,Millions $,Crab OR,0.01
30,2015,37.40026136,Millions $,Crab OR,-0.32
30,2016,55.88562905,Millions $,Crab OR,0.49
30,2017,67.02535098,Millions $,Crab OR,0.20
30,2018,77.5586851,Millions $,Crab OR,0.16
30,2019,68.59635187,Millions $,Crab OR,-0.12
30,2020,72.91090929,Millions $,Crab OR,0.06
31,1981,221.6268241,Millions $,Commercial fisheries WA,FALSE
31,1982,221.1495864,Millions $,Commercial fisheries WA,0.00
31,1983,137.6343286,Millions $,Commercial fisheries WA,-0.38
31,1984,167.5622478,Millions $,Commercial fisheries WA,0.22
31,1985,209.9869213,Millions $,Commercial fisheries WA,0.25
31,1986,208.8921224,Millions $,Commercial fisheries WA,-0.01
31,1987,287.4899632,Millions $,Commercial fisheries WA,0.38
31,1988,294.8221983,Millions $,Commercial fisheries WA,0.03
31,1989,241.6096213,Millions $,Commercial fisheries WA,-0.18
31,1990,194.8209021,Millions $,Commercial fisheries WA,-0.19
31,1991,158.6883686,Millions $,Commercial fisheries WA,-0.19
31,1992,133.162663,Millions $,Commercial fisheries WA,-0.16
31,1993,148.5830722,Millions $,Commercial fisheries WA,0.12
31,1994,167.0273113,Millions $,Commercial fisheries WA,0.12
31,1995,156.2698557,Millions $,Commercial fisheries WA,-0.06
31,1996,138.3415798,Millions $,Commercial fisheries WA,-0.11
31,1997,155.1983665,Millions $,Commercial fisheries WA,0.12
31,1998,130.8823988,Millions $,Commercial fisheries WA,-0.16
31,1999,130.7714103,Millions $,Commercial fisheries WA,0.00
31,2000,167.1478075,Millions $,Commercial fisheries WA,0.28
31,2001,136.3329301,Millions $,Commercial fisheries WA,-0.18
31,2002,143.6369876,Millions $,Commercial fisheries WA,0.05
31,2003,165.5017564,Millions $,Commercial fisheries WA,0.15
31,2004,175.7223128,Millions $,Commercial fisheries WA,0.06
31,2005,181.537422,Millions $,Commercial fisheries WA,0.03
31,2006,179.2542557,Millions $,Commercial fisheries WA,-0.01
31,2007,179.7134035,Millions $,Commercial fisheries WA,0.00
31,2008,223.7554256,Millions $,Commercial fisheries WA,0.25
31,2009,180.2871307,Millions $,Commercial fisheries WA,-0.19
31,2010,233.7435692,Millions $,Commercial fisheries WA,0.30
31,2011,315.247119,Millions $,Commercial fisheries WA,0.35
31,2012,257.7407452,Millions $,Commercial fisheries WA,-0.18
31,2013,272.9173588,Millions $,Commercial fisheries WA,0.06
31,2014,260.2324119,Millions $,Commercial fisheries WA,-0.05
31,2015,252.3549723,Millions $,Commercial fisheries WA,-0.03
31,2016,268.5069594,Millions $,Commercial fisheries WA,0.06
31,2017,279.1897898,Millions $,Commercial fisheries WA,0.04
31,2018,257.8875785,Millions $,Commercial fisheries WA,-0.08
31,2019,220.6197049,Millions $,Commercial fisheries WA,-0.14
31,2020,116.7022465,Millions $,Commercial fisheries WA,-0.47
32,1981,134.9510297,Millions $,Salmon WA,FALSE
32,1982,143.686083,Millions $,Salmon WA,0.06
32,1983,51.01300342,Millions $,Salmon WA,-0.64
32,1984,80.6553023,Millions $,Salmon WA,0.58
32,1985,123.9303376,Millions $,Salmon WA,0.54
32,1986,129.0827505,Millions $,Salmon WA,0.04
32,1987,188.2471373,Millions $,Salmon WA,0.46
32,1988,165.3067331,Millions $,Salmon WA,-0.12
32,1989,120.3405127,Millions $,Salmon WA,-0.27
32,1990,107.3329564,Millions $,Salmon WA,-0.11
32,1991,62.60611242,Millions $,Salmon WA,-0.42
32,1992,42.07135235,Millions $,Salmon WA,-0.33
32,1993,46.44972073,Millions $,Salmon WA,0.10
32,1994,45.70553436,Millions $,Salmon WA,-0.02
32,1995,19.49344351,Millions $,Salmon WA,-0.57
32,1996,15.01069423,Millions $,Salmon WA,-0.23
32,1997,22.3615084,Millions $,Salmon WA,0.49
32,1998,15.89702115,Millions $,Salmon WA,-0.29
32,1999,8.001132268,Millions $,Salmon WA,-0.50
32,2000,15.04655733,Millions $,Salmon WA,0.88
32,2001,15.16870192,Millions $,Salmon WA,0.01
32,2002,17.13091786,Millions $,Salmon WA,0.13
32,2003,14.82077966,Millions $,Salmon WA,-0.13
32,2004,24.87587358,Millions $,Salmon WA,0.68
32,2005,19.83401079,Millions $,Salmon WA,-0.20
32,2006,32.58298035,Millions $,Salmon WA,0.64
32,2007,28.08699393,Millions $,Salmon WA,-0.14
32,2008,28.63452228,Millions $,Salmon WA,0.02
32,2009,27.4855768,Millions $,Salmon WA,-0.04
32,2010,50.21979876,Millions $,Salmon WA,0.83
32,2011,49.86589721,Millions $,Salmon WA,-0.01
32,2012,32.69136992,Millions $,Salmon WA,-0.34
32,2013,47.48547362,Millions $,Salmon WA,0.45
32,2014,43.21591824,Millions $,Salmon WA,-0.09
32,2015,31.2529399,Millions $,Salmon WA,-0.28
32,2016,29.9718,Millions $,Salmon WA,-0.04
32,2017,34.46995123,Millions $,Salmon WA,0.15
32,2018,34.17609656,Millions $,Salmon WA,-0.01
32,2019,14.67414624,Millions $,Salmon WA,-0.57
32,2020,5.29239535,Millions $,Salmon WA,-0.64
33,1981,32.52160636,Millions $,"Groundfish, no hake WA",FALSE
33,1982,35.82515381,Millions $,"Groundfish, no hake WA",0.10
33,1983,33.88805424,Millions $,"Groundfish, no hake WA",-0.05
33,1984,30.64116386,Millions $,"Groundfish, no hake WA",-0.10
33,1985,33.37751196,Millions $,"Groundfish, no hake WA",0.09
33,1986,28.13063517,Millions $,"Groundfish, no hake WA",-0.16
33,1987,42.45562697,Millions $,"Groundfish, no hake WA",0.51
33,1988,38.88456572,Millions $,"Groundfish, no hake WA",-0.08
33,1989,31.96658476,Millions $,"Groundfish, no hake WA",-0.18
33,1990,25.31561994,Millions $,"Groundfish, no hake WA",-0.21
33,1991,28.98202949,Millions $,"Groundfish, no hake WA",0.14
33,1992,23.19555228,Millions $,"Groundfish, no hake WA",-0.20
33,1993,21.19106971,Millions $,"Groundfish, no hake WA",-0.09
33,1994,19.23630145,Millions $,"Groundfish, no hake WA",-0.09
33,1995,25.59917022,Millions $,"Groundfish, no hake WA",0.33
33,1996,23.02320343,Millions $,"Groundfish, no hake WA",-0.10
33,1997,22.85648061,Millions $,"Groundfish, no hake WA",-0.01
33,1998,12.72754433,Millions $,"Groundfish, no hake WA",-0.44
33,1999,14.80507893,Millions $,"Groundfish, no hake WA",0.16
33,2000,16.21825672,Millions $,"Groundfish, no hake WA",0.10
33,2001,14.56057699,Millions $,"Groundfish, no hake WA",-0.10
33,2002,13.04192257,Millions $,"Groundfish, no hake WA",-0.10
33,2003,15.54635932,Millions $,"Groundfish, no hake WA",0.19
33,2004,14.53360847,Millions $,"Groundfish, no hake WA",-0.07
33,2005,15.58172958,Millions $,"Groundfish, no hake WA",0.07
33,2006,14.29596851,Millions $,"Groundfish, no hake WA",-0.08
33,2007,11.38972464,Millions $,"Groundfish, no hake WA",-0.20
33,2008,11.92603596,Millions $,"Groundfish, no hake WA",0.05
33,2009,14.46533404,Millions $,"Groundfish, no hake WA",0.21
33,2010,14.17029673,Millions $,"Groundfish, no hake WA",-0.02
33,2011,18.57922365,Millions $,"Groundfish, no hake WA",0.31
33,2012,13.47854488,Millions $,"Groundfish, no hake WA",-0.27
33,2013,9.308161708,Millions $,"Groundfish, no hake WA",-0.31
33,2014,10.53920476,Millions $,"Groundfish, no hake WA",0.13
33,2015,10.99305499,Millions $,"Groundfish, no hake WA",0.04
33,2016,11.60613772,Millions $,"Groundfish, no hake WA",0.06
33,2017,13.25778263,Millions $,"Groundfish, no hake WA",0.14
33,2018,10.45378147,Millions $,"Groundfish, no hake WA",-0.21
33,2019,8.717401387,Millions $,"Groundfish, no hake WA",-0.17
33,2020,2.842623163,Millions $,"Groundfish, no hake WA",-0.67
34,1981,1.86489468,Millions $,"Coastal pelagic spp, no squid WA",FALSE
34,1982,2.143841295,Millions $,"Coastal pelagic spp, no squid WA",0.15
34,1983,1.594481742,Millions $,"Coastal pelagic spp, no squid WA",-0.26
34,1984,0.881520824,Millions $,"Coastal pelagic spp, no squid WA",-0.45
34,1985,0.981819104,Millions $,"Coastal pelagic spp, no squid WA",0.11
34,1986,1.182856169,Millions $,"Coastal pelagic spp, no squid WA",0.20
34,1987,1.366665384,Millions $,"Coastal pelagic spp, no squid WA",0.16
34,1988,2.34457658,Millions $,"Coastal pelagic spp, no squid WA",0.72
34,1989,1.603048589,Millions $,"Coastal pelagic spp, no squid WA",-0.32
34,1990,1.661595101,Millions $,"Coastal pelagic spp, no squid WA",0.04
34,1991,1.877377022,Millions $,"Coastal pelagic spp, no squid WA",0.13
34,1992,1.62641691,Millions $,"Coastal pelagic spp, no squid WA",-0.13
34,1993,1.03306405,Millions $,"Coastal pelagic spp, no squid WA",-0.36
34,1994,0.863293277,Millions $,"Coastal pelagic spp, no squid WA",-0.16
34,1995,0.921379064,Millions $,"Coastal pelagic spp, no squid WA",0.07
34,1996,0.780655719,Millions $,"Coastal pelagic spp, no squid WA",-0.15
34,1997,0.557858176,Millions $,"Coastal pelagic spp, no squid WA",-0.29
34,1998,0.619668632,Millions $,"Coastal pelagic spp, no squid WA",0.11
34,1999,0.451114339,Millions $,"Coastal pelagic spp, no squid WA",-0.27
34,2000,1.19926418,Millions $,"Coastal pelagic spp, no squid WA",1.66
34,2001,2.21691966,Millions $,"Coastal pelagic spp, no squid WA",0.85
34,2002,3.695047698,Millions $,"Coastal pelagic spp, no squid WA",0.67
34,2003,2.87468973,Millions $,"Coastal pelagic spp, no squid WA",-0.22
34,2004,2.21194491,Millions $,"Coastal pelagic spp, no squid WA",-0.23
34,2005,1.551667553,Millions $,"Coastal pelagic spp, no squid WA",-0.30
34,2006,0.83090086,Millions $,"Coastal pelagic spp, no squid WA",-0.46
34,2007,1.121828028,Millions $,"Coastal pelagic spp, no squid WA",0.35
34,2008,2.009620884,Millions $,"Coastal pelagic spp, no squid WA",0.79
34,2009,2.428589743,Millions $,"Coastal pelagic spp, no squid WA",0.21
34,2010,3.612510416,Millions $,"Coastal pelagic spp, no squid WA",0.49
34,2011,2.796422731,Millions $,"Coastal pelagic spp, no squid WA",-0.23
34,2012,9.577675011,Millions $,"Coastal pelagic spp, no squid WA",2.42
34,2013,8.490584027,Millions $,"Coastal pelagic spp, no squid WA",-0.11
34,2014,4.184701204,Millions $,"Coastal pelagic spp, no squid WA",-0.51
